Duplicated urinary tract                                                                 ,Duplicated urinary tract                                                                          ,['duplicated collecting system']
Dysarthria                                                                               ,Dysarthria                                                                                        ,['garbled speech']
Dyschromia                                                                               ,Pigment disorder (dyschromia)                                                                     ,[]
Dyskeratosis                                                                             ,Dyskeratosis                                                                                      ,[]
Dyslexia                                                                                 ,Dyslexia                                                                                          ,['reading disability']
Dysmenorrhea                                                                             ,Menstrual cramps (dysmenorrhea)                                                                   ,"['menstrual cramping', 'menstrual cramps', 'menstrual menses period pain']"
Dyspareunia                                                                              ,Dyspareunia                                                                                       ,[]
Dyspepsia                                                                                ,Indigestion (dyspepsia)                                                                           ,['upset stomach']
Dysphagia                                                                                ,Difficulty swallowing (dysphagia)                                                                 ,['swallowing difficulty']
Dysphasia                                                                                ,Dysphasia                                                                                         ,['aphasia']
Dyspnea                                                                                  ,Shortness of breath (dyspnea)                                                                     ,"['SOB', 'breathlessness', 'respiratory distress', 'short of breath', 'shortness of breath']"
Dyspraxia                                                                                ,Dyspraxia                                                                                         ,['apraxia']
Dysthymia                                                                                ,Dysthymia                                                                                         ,[]
Dystonia                                                                                 ,Dystonia                                                                                          ,[]
Dysuria                                                                                  ,Painful urination (dysuria)                                                                       ,['painful urination']
Ear disorder                                                                             ,Ear disorder                                                                                      ,[]
Ear foreign body                                                                         ,Ear foreign body                                                                                  ,['foreign body in ear']
Ear pain                                                                                 ,Ear pain                                                                                          ,"['earache', 'otalgia', 'otogenic pain']"
Early satiety                                                                            ,Early satiety                                                                                     ,[]
Ecchymosis                                                                               ,Bruise - large (ecchymosis)                                                                       ,"['bruise', 'bruising', 'ecchymoses', 'echymosis']"
Echinococcosis                                                                           ,Echinococcosis                                                                                    ,[]
Eclampsia                                                                                ,Seizures related to pregnancy (eclampsia)                                                         ,[]
Eclampsia - postpartum                                                                   ,Eclampsia - postpartum                                                                            ,[]
Ecthyma                                                                                  ,Skin infection - deep (ecthyma)                                                                   ,[]
Ectodermal dysplasia                                                                     ,Ectodermal dysplasia                                                                              ,['congenital ectodermal defect']
Ectropion                                                                                ,Ectropion                                                                                         ,[]
Eczema                                                                                   ,Eczema                                                                                            ,[]
Eczema - dyshidrotic                                                                     ,Eczema - dyshidrotic                                                                              ,['pompholyx']
Eczema - nummular                                                                        ,Eczema - nummular                                                                                 ,"['eczema nummular', 'orbicular eczema']"
Edema                                                                                    ,Swelling (edema)                                                                                  ,['swelling']
Edema peripheral                                                                         ,Foot or leg swelling (edema)                                                                      ,"['ankle edema', 'ankle swelling', 'dropsy', 'leg edema', 'leg swelling', 'peripheral edema']"
Ehlers-Danlos syndrome                                                                   ,Ehlers-Danlos syndrome (EDS)                                                                      ,[]
Elastosis                                                                                ,Loss of skin elasticity (elastosis)                                                               ,[]
Elbow dislocation                                                                        ,Elbow dislocation                                                                                 ,['dislocated elbow']
Elbow fracture                                                                           ,Elbow fracture                                                                                    ,"['Elbow Fx', 'Fx elbow', 'fractured elbow', 'olecranon Fx']"
Elbow pain                                                                               ,Elbow pain                                                                                        ,['pain elbow']
Elbow sprain                                                                             ,Elbow sprain                                                                                      ,[]
Elbow strain                                                                             ,Elbow strain                                                                                      ,[]
Embolism - amniotic fluid                                                                ,Embolism - amniotic fluid                                                                         ,[]
Embolism - fat                                                                           ,Embolism - fat                                                                                    ,['lipid embolism']
Embolism - peripheral                                                                    ,Embolism - peripheral                                                                             ,['peripheral embolus']
Embolism - septic                                                                        ,Embolism - septic                                                                                 ,"['embolism septic', 'embolus septic', 'septic embolism']"
Embolism - tumor                                                                         ,Embolism - tumor                                                                                  ,[]
Embryonal rhabdomyosarcoma                                                               ,Embryonal rhabdomyosarcoma                                                                        ,"['botyroid sarcoma', 'rhabdomyosarcoma embryonal', 'sarcoma botryoides']"
Emotional disorder                                                                       ,Emotional disorder                                                                                ,['psych abn othr']
Emphysema                                                                                ,Emphysema                                                                                         ,['pulmonary emphysema']
Empty sella syndrome                                                                     ,Empty sella syndrome                                                                              ,[]
Empyema                                                                                  ,Empyema                                                                                           ,[]
Encephalitis                                                                             ,Encephalitis                                                                                      ,['cephalitis']
Encephalocele                                                                            ,Encephalocele                                                                                     ,"['cephalocele', 'craniocele', 'meningoencephalocele']"
Encephalomalacia                                                                         ,Encephalomalacia                                                                                  ,['cerebromalacia']
Encephalopathy                                                                           ,Encephalopathy                                                                                    ,[]
Encephalopathy - anoxic                                                                  ,Encephalopathy - anoxic                                                                           ,['anoxic encephalopathy']
Encephalopathy - hypertensive                                                            ,Encephalopathy - hypertensive                                                                     ,['Encephalopathy HBP']
Encephalopathy - metabolic                                                               ,Encephalopathy - metabolic                                                                        ,"['metabolic OBS', 'metabolic craniopathy']"
Endarterectomy                                                                           ,Endarterectomy                                                                                    ,[]
Endocarditis - bacterial                                                                 ,Endocarditis - bacterial                                                                          ,[]
Endocarditis - subacute bacterial                                                        ,Endocarditis - subacute bacterial                                                                 ,"['IE', 'SBE', 'ac/subac bact endocard', 'endocarditis subacute']"
Endocrine surgery                                                                        ,Endocrine surgery                                                                                 ,[]
Endodermal sinus tumor                                                                   ,Endodermal sinus tumor                                                                            ,"['embryonal carcinoma infantile', 'orchioblastoma', 'polyvesicular vitelline tumor', 'yolk sac tumor']"
Endometrial polyp                                                                        ,Endometrial polyp                                                                                 ,['polyp of corpus uteri']
Endometrioid carcinoma                                                                   ,Endometrioid carcinoma                                                                            ,['carcinoma endometrioid']
Endometriosis                                                                            ,Endometriosis                                                                                     ,[]
Endometritis                                                                             ,Endometritis                                                                                      ,['uterine inflam dis NOS']
Endoscopic retrograde cholangiopancreatography                                           ,Endoscopic retrograde cholangiopancreatography                                                    ,"['ENDOSCOPIC RETROGRADE CHOLANGIO PANCREATROGRAM', 'cholangiopancreatography']"
Entropion                                                                                ,Entropion                                                                                         ,[]
Enucleation                                                                              ,Eye removal (enucleation)                                                                         ,['avulsion of eye']
Enuresis                                                                                 ,Bedwetting (Enuresis)                                                                             ,"['bedwetting', 'nocturnal urinary incontience']"
Enzyme deficiency                                                                        ,Enzyme deficiency                                                                                 ,[]
Eosinophilia                                                                             ,Eosinophil count - high                                                                           ,[]
Ependymoma                                                                               ,Ependymoma                                                                                        ,"['Brain cancer', 'Brain tumor', 'epithelial ependymoma']"
Ephelis                                                                                  ,Freckle (ephelis)                                                                                 ,['freckle']
Epicondylitis                                                                            ,Tennis elbow (epicondylitis)                                                                      ,"['lateral epicondylitis', 'tennis elbow']"
Epidermal inclusion cyst                                                                 ,Epidermal inclusion cyst                                                                          ,"['EIC', 'epidermoid cyst', 'inclusion cyst epidermal']"
Epididymitis                                                                             ,Epididymitis                                                                                      ,[]
Epidural hematoma                                                                        ,Epidural hematoma                                                                                 ,[]
Epigastric pain                                                                          ,Epigastric pain                                                                                   ,['abdominal pain epigastric']
Epiglottitis                                                                             ,Epiglottitis                                                                                      ,[]
Epilepsy                                                                                 ,Epilepsy                                                                                          ,"['chronic recurrent seiz disorder', 'epileptic confulsions', 'epileptic fits NOS szs', 'epileptic seizures NOS']"
Epistaxis                                                                                ,Nosebleed (epistaxis)                                                                             ,"['nose bleed', 'nosebleed']"
Epithelial inclusion cyst                                                                ,Epithelial inclusion cyst                                                                         ,"['cyst epithelial inclusion', 'inclusion cyst epithelial']"
Epstein-Barr virus (EBV) serostatus positive                                             ,Epstein-Barr virus (EBV) serostatus positive                                                      ,[]
Erectile dysfunction                                                                     ,Erectile dysfunction (ED)                                                                         ,[]
Erysipelas                                                                               ,Erysipelas                                                                                        ,"['fire', 'rose']"
Erythema                                                                                 ,Redness (erythema)                                                                                ,"['redened skin', 'skin redness']"
Erythema annulare centrifigum                                                            ,Erythema annulare centrifigum                                                                     ,[]
Erythema infectiosum                                                                     ,Erythema infectiosum                                                                              ,['fifth disease']
Erythema migrans                                                                         ,Erythema migrans                                                                                  ,[]
Erythema multiforme                                                                      ,Erythema multiforme                                                                               ,[]
Erythema nodosum                                                                         ,Erythema nodosum                                                                                  ,[]
Erythema toxicum                                                                         ,Erythema toxicum                                                                                  ,['toxic erythema']
Erythrasma                                                                               ,Erythrasma                                                                                        ,[]
Erythroblastosis fetalis                                                                 ,Fetal anemia (erythroblastosis fetalis)                                                           ,['icterus gravis neonatorum']
Erythrocytosis                                                                           ,Red blood cell count - high (erythrocytosis)                                                      ,[]
Erythroderma                                                                             ,Erythroderma                                                                                      ,[]
Esophageal atresia                                                                       ,Esophageal atresia                                                                                ,['esophagea esophagu esophageal atresia']
Esophageal cancer                                                                        ,Esophageal cancer                                                                                 ,"['Esophageal CA', 'cancer of esophagus', 'esophagea esophagu esophageal CA', 'mal neo esophagus NOS']"
Esophageal disorder                                                                      ,Esophageal disorder                                                                               ,[]
Esophageal diverticulum                                                                  ,Esophageal diverticulum                                                                           ,"['Zenkers diverticulum', 'esophagea esophagu esophageal diverticulum']"
Esophageal dysphagia                                                                     ,Difficulty swallowing (dysphagia) - esophageal                                                    ,"['esophagea esophagu dysphagia esophageal', 'esophageal dysphagia']"
Esophageal perforation                                                                   ,Esophageal perforation                                                                            ,"['esophagea esophagu esophageal perforation', 'perforated esophagus']"
Esophageal reflux                                                                        ,Esophageal reflux (GERD)                                                                          ,"['GERD', 'acid reflux', 'esophagea esophagu esophageal reflux', 'gastroesophageal reflux', 'ge reflux', 'indigestion', 'reflux ge', 'spitting up']"
Esophageal spasm                                                                         ,Esophageal spasm                                                                                  ,"['esophagu esophagea esophageal spasm', 'spasm of esophagus']"
Esophageal stenosis                                                                      ,Esophageal stenosis                                                                               ,['esophagea esophagu esophageal stenosis']
Esophageal stricture                                                                     ,Esophageal stricture                                                                              ,"['esophagea esophagu esophageal stricture', 'stricture of esophagus']"
Esophageal surgery                                                                       ,Esophageal surgery                                                                                ,['esophagea esophagu Esophageal surgery']
Esophageal ulcer                                                                         ,Esophageal ulcer                                                                                  ,"['esophagea esophagu esophageal ulcer', 'ulcer of esophagus']"
Esophageal varices                                                                       ,Esophageal varices                                                                                ,"['esophagea esophagu esophageal varices', 'varices of esophagus']"
Esophageal web                                                                           ,Esophageal web                                                                                    ,['esophagea esophagu esophageal web']
Esophagitis                                                                              ,Esophagitis                                                                                       ,"['erosive esophagitis', 'inflamed esophagus']"
Esophagus dilation                                                                       ,Esophagus dilation                                                                                ,[]
Esotropia                                                                                ,Esotropia                                                                                         ,['esophoria']
Esotropia - intermittent                                                                 ,Esotropia - intermittent                                                                          ,['intermittent esotropia']
Estrogens - elevated                                                                     ,Estrogens - elevated                                                                              ,[]
Ethanol withdrawal                                                                       ,Ethanol withdrawal                                                                                ,['alcohol Alcoho Etoh withdrawal']
Eustachian tube dysfunction                                                              ,Eustachian tube dysfunction                                                                       ,"['blocked eustachian tube', 'dysfunct eustachian tube']"
Eventration - diaphragmatic                                                              ,Eventration - diaphragmatic                                                                       ,['eventrated diaphragm']
Ewing's sarcoma                                                                          ,Ewing's sarcoma                                                                                   ,"['Bone cancer', 'Bone tumor', 'diffuse endothelioma']"
Excoriation                                                                              ,Excoriation                                                                                       ,['scratches']
Excoriation - neurotic                                                                   ,Compulsive scratching                                                                             ,[]
Exhaustion - heat                                                                        ,Exhaustion - heat                                                                                 ,[]
Exophthalmos                                                                             ,Exophthalmos                                                                                      ,['proptosis']
Exostosis                                                                                ,Bone spur (exostosis)                                                                             ,['bone spur']
Exotropia                                                                                ,Exotropia                                                                                         ,['exophoria']
Exotropia - intermittent                                                                 ,Exotropia - intermittent                                                                          ,['intermittent exotropia']
External fixation                                                                        ,External fixation                                                                                 ,"['application of external fixator', 'external fixation device']"
Extracapsular cataract extraction                                                        ,Extracapsular cataract extraction                                                                 ,"['ECCE', 'ECCE/IOLI']"
Extraocular muscle palsy                                                                 ,Extraocular muscle palsy                                                                          ,['EOM Extra Ocular Palsy']
Extremity plastic surgery                                                                ,Extremity plastic surgery                                                                         ,[]
Extremity ulcer                                                                          ,Extremity ulcer                                                                                   ,"['chronic skin ulcer nos', 'skin ulcer of extremity', 'ulcer of extremity']"
Eye burning                                                                              ,Eye burning                                                                                       ,['burning eyes']
Eye discharge                                                                            ,Eye discharge                                                                                     ,['conjunctival discharge']
Eye disorder                                                                             ,Eye disorder                                                                                      ,[]
Eye foreign body                                                                         ,Eye foreign body                                                                                  ,['foreign body eye']
Eye injury                                                                               ,Eye injury                                                                                        ,['injury to eye']
Eye pain                                                                                 ,Eye pain                                                                                          ,['pain in or around eye']
Eyelid problem                                                                           ,Eyelid problem                                                                                    ,[]
Facial bone fracture                                                                     ,Facial bone fracture                                                                              ,"['Fx Facial Bone', 'facial bone Fx', 'fracture facial bone']"
Factor X deficiency                                                                      ,Factor X deficiency                                                                               ,[]
Factor XII deficiency                                                                    ,Factor XII deficiency                                                                             ,['Hageman']
Failure to thrive                                                                        ,Failure to thrive                                                                                 ,"['FTT', 'lack norm physiol devel']"
Fallopian tube cancer                                                                    ,Fallopian tube cancer                                                                             ,"['Fallopian Tube CA', 'malig neo cancer fallopian tube']"
False labor                                                                              ,False labor                                                                                       ,[]
False teeth                                                                              ,False teeth                                                                                       ,['dentures']
Familial Mediterranean fever                                                             ,Familial Mediterranean fever                                                                      ,['FMF']
Familial adenomatous polyposis                                                           ,Familial adenomatous polyposis                                                                    ,['familial polyposis']
Family problem                                                                           ,Family problem                                                                                    ,[]
Fanconi syndrome                                                                         ,Fanconi syndrome                                                                                  ,[]
Fasciectomy                                                                              ,Fasciectomy                                                                                       ,[]
Fasciitis - necrotizing                                                                  ,Fasciitis - necrotizing                                                                           ,[]
Fasciitis - nodular                                                                      ,Fasciitis - nodular                                                                               ,"['fasciitis nodular', 'pseudosarcomatous fibromatosis']"
Fasciotomy                                                                               ,Fasciotomy                                                                                        ,[]
Fat injection                                                                            ,Fat injection                                                                                     ,[]
Fatigue                                                                                  ,Fatigue                                                                                           ,"['loss of energy', 'malaise', 'tiredness']"
Feces - abnormal                                                                         ,Feces - abnormal                                                                                  ,[]
Feeding problem                                                                          ,Feeding problem                                                                                   ,[]
Felty syndrome                                                                           ,Felty syndrome                                                                                    ,[]
Femoral shaft fracture                                                                   ,Femoral shaft fracture                                                                            ,"['Femoral Shaft Fx', 'fractured femoral shaft', 'fx femoral shaft']"
Femur fracture                                                                           ,Femur fracture                                                                                    ,"['Femur Fx', 'Fx femur', 'Upper leg fracture', 'fractured femur']"
Femur neck fracture                                                                      ,Femur neck fracture                                                                               ,"['Femur Neck Fx', 'Fx femoral neck', 'Fx neck of femur', 'fractured femoral neck']"
Fetal alcohol syndrome                                                                   ,Fetal alcohol syndrome (FAS)                                                                      ,"['Ethanol', 'Fetal Alcoho Etoh Syndrome', 'Fetal EtOH Syndrome']"
Fetal demise                                                                             ,Fetal demise                                                                                      ,"['IUFD', 'intrauterine fetal demise', 'still birth', 'stillbirth', 'stillborn']"
Fetal distress                                                                           ,Fetal distress                                                                                    ,[]
Fever                                                                                    ,Fever                                                                                             ,"['elevated temperature', 'febrile illness', 'feverish']"
Fever - unknown origin (FUO)                                                             ,Fever - unknown origin (FUO)                                                                      ,"['FUO', 'pyrexia unknown origin']"
Fibroadenoma                                                                             ,Fibroadenoma                                                                                      ,['Breast disorder']
Fibroma                                                                                  ,Fibroma                                                                                           ,[]
Fibroma - non-ossifying                                                                  ,Fibroma - non-ossifying                                                                           ,[]
Fibromatosis                                                                             ,Fibromatosis                                                                                      ,[]
Fibromuscular hyperplasia                                                                ,Fibromuscular hyperplasia                                                                         ,['hyperplasia fibromuscular']
Fibromyalgia                                                                             ,Fibromyalgia                                                                                      ,['fibromyositis']
Fibrosarcoma                                                                             ,Fibrosarcoma                                                                                      ,[]
Fibrous papule                                                                           ,Fibrous papule                                                                                    ,['papule fibrous']
Fibroxanthoma                                                                            ,Fibroxanthoma                                                                                     ,['xanthofibroma']
Fibula fracture                                                                          ,Fibula fracture                                                                                   ,"['Fibula Fx', 'Fx fibula', 'Lower leg fracture']"
Filariasis                                                                               ,Filariasis                                                                                        ,['Lymphatic filariasis']
Filtering bleb failed                                                                    ,Filtering bleb failed                                                                             ,[]
Filtering bleb revision                                                                  ,Filtering bleb revision                                                                           ,[]
Finger amputation                                                                        ,Finger amputation                                                                                 ,"['digit amputation', 'finger amputation']"
Finger fracture                                                                          ,Finger fracture                                                                                   ,"['Finger Fx', 'Fx finger', 'fractured finger', 'phalangeal fx finger']"
Finger pain                                                                              ,Finger pain                                                                                       ,[]
Finger sprain                                                                            ,Finger sprain                                                                                     ,[]
Fixation of pendulous breast                                                             ,Breast lift                                                                                       ,[]
Flank pain                                                                               ,Flank pain                                                                                        ,['pain in flank']
Flat feet                                                                                ,Flat feet                                                                                         ,['pes planus']
Flatulence                                                                               ,Flatulence (gas)                                                                                  ,"['abdominal gas', 'rectal gas']"
Fluid and/or electrolyte disorder                                                        ,Fluid and/or electrolyte disorder                                                                 ,[]
Fluid wave                                                                               ,Fluid wave                                                                                        ,[]
Flushing                                                                                 ,Flushing                                                                                          ,['skin flush']
Follicular adenocarcinoma                                                                ,Follicular adenocarcinoma                                                                         ,['adenocarcinoma follicular']
Folliculitis                                                                             ,Folliculitis                                                                                      ,[]
Fontan procedure                                                                         ,Fontan procedure                                                                                  ,[]
Foot amputation                                                                          ,Foot amputation                                                                                   ,"['amputation foot', 'forefoot amputate']"
Foot dislocation                                                                         ,Foot dislocation                                                                                  ,['dislocated foot']
Foot disorder                                                                            ,Foot disorder                                                                                     ,[]
Foot drop                                                                                ,Foot drop                                                                                         ,[]
Foot fracture                                                                            ,Foot fracture                                                                                     ,"['Foot Fx', 'Fx foot', 'fractured foot']"
Foot pain                                                                                ,Foot pain                                                                                         ,[]
Foot polydactyly                                                                         ,Extra digit - foot                                                                                ,['extra digits - foot']
Foot ulcer                                                                               ,Foot ulcer                                                                                        ,"['skin ulcer foot', 'ulcer (foot)']"
Foot ulcer - diabetic                                                                    ,Foot ulcer - diabetic                                                                             ,['DFU']
Forearm fracture - open                                                                  ,Forearm fracture - open                                                                           ,"['Forearm Fx Open', 'fractured forearm open', 'fx forearm open']"
Foreign body                                                                             ,Foreign body                                                                                      ,[]
Foreign body - nose                                                                      ,Foreign body - nose                                                                               ,['foreign body nose']
Fracture repair                                                                          ,"Fracture repair - with rods, plates, pins, or screws"                                            ,"['Bone surgery', 'Broken bone repair']"
Fracture repair - with cast                                                              ,Fracture repair - with cast                                                                       ,"['Bone surgery', 'Broken bone repair']"
Friedreich's ataxia                                                                      ,Friedreich's ataxia                                                                               ,['spinocerebellar degeneration']
Frostbite                                                                                ,Frostbite                                                                                         ,[]
Fructose intolerance                                                                     ,Fructose intolerance                                                                              ,[]
